2013,1,1,Announcement: A new journal from AIP Publishing—APL Materials,Mark M. Cassar,2013-06-28,2013-06-28,2013-07-18
2019,2,25,Faceting and metal-exchange catalysis in (010) β-Ga2O3 thin films homoepitaxially grown by plasma-assisted molecular beam epitaxy,"P. Mazzolini, P. Vogt, R. Schewski, C. Wouters, M. Albrecht, O. Bierwagen",2018-08-31,2018-11-02,2018-12-14
2019,2,26,"Ultra-wide bandgap, conductive, high mobility, and high quality melt-grown bulk ZnGa2O4 single crystals","Zbigniew Galazka, Steffen Ganschow, Robert Schewski, Klaus Irmscher, Detlef Klimm, Albert Kwasniewski, Mike Pietsch, Andreas Fiedler, Isabelle Schulze-Jonack, Martin Albrecht, Thomas Schröder, Matthias Bickermann",2018-08-27,2018-10-09,2018-12-14
2019,2,27,High-resolution dislocation imaging and micro-structural analysis of HVPE-βGa2O3 films using monochromatic synchrotron topography,"Nadeemullah A. Mahadik, Marko J. Tadjer, Peter L. Bonanno, Karl D. Hobart, Robert E. Stahlbush, Travis J. Anderson, Akito Kuramata",2018-08-10,2018-10-26,2018-12-14
2019,2,28,Low pressure chemical vapor deposition of β-Ga2O3 thin films: Dependence on growth parameters,"Zixuan Feng, Md Rezaul Karim, Hongping Zhao",2018-09-03,2018-11-01,2018-12-14
2019,2,29,Step-flow growth in homoepitaxy of β-Ga2O3 (100)—The influence of the miscut direction and faceting,"R. Schewski, K. Lion, A. Fiedler, C. Wouters, A. Popp, S. V. Levchenko, T. Schulz, M. Schmidbauer, S. Bin Anooz, R. Grüneberg, Z. Galazka, G. Wagner, K. Irmscher, M. Scheffler, C. Draxl, M. Albrecht",2018-09-05,2018-11-03,2018-12-18
2019,2,30,Tin-assisted heteroepitaxial PLD-growth of κ-Ga2O3 thin films with high crystalline quality,"M. Kneiß, A. Hassa, D. Splith, C. Sturm, H. von Wenckstern, T. Schultz, N. Koch, M. Lorenz, M. Grundmann",2018-08-31,2018-11-05,2018-12-18
2019,2,31,Coefficients of thermal expansion of single crystalline β-Ga2O3 and in-plane thermal strain calculations of various materials combinations with β-Ga2O3,"Michael E. Liao, Chao Li, Hsuan Ming Yu, Eva Rosker, Marko J. Tadjer, Karl D. Hobart, Mark S. Goorsky",2018-08-30,2018-11-06,2018-12-28
2019,2,32,"Size-controlled, high optical quality ZnO nanowires grown using colloidal Au nanoparticles and ultra-small cluster catalysts","M. F. Lynam, N.-J. Ke, S. J. Bradley, T. Nann, A. Neiman, R. J. Reeves, A. J. Downard, V. B. Golovko, M. W. Allen",2018-08-31,2018-12-02,2018-12-28
2019,2,33,Deep acceptors and their diffusion in Ga2O3,"Hartwin Peelaers, John L. Lyons, Joel B. Varley, Chris G. Van de Walle",2018-10-01,2018-12-04,2019-01-08
2019,2,34,Epitaxial integration of high-mobility La-doped BaSnO3 thin films with silicon,"Zhe Wang, Hanjong Paik, Zhen Chen, David A. Muller, Darrell G. Schlom",2018-09-03,2018-10-16,2019-01-22
2019,2,35,Proton irradiation induced defects in β-Ga2O3: A combined EPR and theory study,"Hans Jürgen von Bardeleben, Shengqiang Zhou, Uwe Gerstmann, Dmitry Skachkov, Walter R. L. Lambrecht, Quoc Duy Ho, Peter Deák",2018-08-22,2018-12-16,2019-01-22
2019,2,36,The electronic structure of ε-Ga2O3,"M. Mulazzi, F. Reichmann, A. Becker, W. M. Klesse, P. Alippi, V. Fiorentini, A. Parisini, M. Bosi, R. Fornari",2018-08-31,2018-12-17,2019-01-22
2019,2,37,Beta gallium oxide (⁠β-Ga2O3) nanoelectromechanical transducer for dual-modality solar-blind ultraviolet light detection,"Xu-Qian Zheng, Yong Xie, Jaesung Lee, Zhitai Jia, Xutang Tao, Philip X.-L. Feng",2018-08-31,2018-12-05,2019-01-25
2019,2,38,Interfacial reactions of titanium/gold ohmic contacts with Sn-doped β-Ga2O3,"Ming-Hsun Lee, Rebecca L. Peterson",2018-08-31,2019-01-10,2019-02-01
2019,2,39,"Structural, optical, and electrical properties of orthorhombic κ-(InxGa1−x)2O3 thin films","A. Hassa, H. von Wenckstern, D. Splith, C. Sturm, M. Kneiß, V. Prozheeva, M. Grundmann",2018-08-31,2018-12-19,2019-02-06
2019,2,40,Temperature dependence of the Seebeck coefficient of epitaxial β-Ga2O3 thin films,"Johannes Boy, Martin Handwerg, Robin Ahrling, Rüdiger Mitdank, Günter Wagner, Zbigniew Galazka, Saskia F. Fischer",2018-12-07,2019-01-14,2019-02-07
2019,2,41,Solar blind Schottky photodiode based on an MOCVD-grown homoepitaxial β-Ga2O3 thin film,"Fikadu Alema, Brian Hertog, Partha Mukhopadhyay, Yuewei Zhang, Akhil Mauze, Andrei Osinsky, Winston V. Schoenfeld, James S. Speck, Timothy Vogt",2018-10-04,2019-01-16,2019-02-07
2019,2,42,Transition from electron accumulation to depletion at β-Ga2O3 surfaces: The role of hydrogen and the charge neutrality level,"J. E. N. Swallow, J. B. Varley, L. A. H. Jones, J. T. Gibbon, L. F. J. Piper, V. R. Dhanak, T. D. Veal",2018-08-29,2019-01-04,2019-02-12
2019,3,1,"Electrolyte-gated magnetoelectric actuation: Phenomenology, materials, mechanisms, and prospective applications","Cristina Navarro-Senent, Alberto Quintana, Enric Menéndez, Eva Pellicer, Jordi Sort",2018-11-07,2019-01-01,2019-03-06
2019,3,2,All-carbon devices based on sp2-on-sp3 configuration,"Qilong Yuan, Cheng-Te Lin, Kuan W. A. Chee",2018-11-24,2019-02-11,2019-03-01
2019,3,3,The development of 2D materials for electrochemical energy applications: A mechanistic approach,"David J. Hynek, Joshua V. Pondick, Judy J. Cha",2018-12-10,2019-02-11,2019-03-07
2019,3,4,High-temperature stable refractory nanoneedles with over 99% solar absorptance,"Elizabeth B. Rubin, Sunmi Shin, Yiming Chen, Renkun Chen",2018-12-04,2019-02-11,2019-03-01
2019,3,5,Optimization of annealing conditions to enhance thermoelectric performance of electrodeposited p-type BiSbTe thin films,"Swatchith Lal, Devendraprakash Gautam, Kafil M. Razeeb",2018-07-23,2019-02-10,2019-03-04
2019,3,6,Tetragonal Mn3Sn Heusler films with large perpendicular magnetic anisotropy deposited on metallic MnN underlayers using amorphous substrates,"Yari Ferrante, Jaewoo Jeong, Rana Saha, Sergey V. Faleev, Mahesh G. Samant, Teya Topuria, Hakan Deniz, Stuart S. P. Parkin",2018-10-16,2019-02-09,2019-03-07
2019,3,7,Enhanced thermoelectric performance in single-crystal-like semiconducting flexible GaAs films,"S. Singh, P. Dutta, M. Rathi, Y. Yao, Y. Gao, S. Sun, D. Khatiwada, V. Selvamanickam, A. Mavrokefalos",2018-12-17,2019-02-18,2019-03-07
2019,3,8,"Structural, electronic, and optical properties of α-Te tubular nanostructures: A first-principles study","Yanrong Guo, Songyou Wang, Yu Jia, Wan-Sheng Su",2019-01-01,2019-02-18,2019-03-08
2019,3,9,Incipient plasticity and fully plastic contact behavior of copper coated with a graphene layer,"Sun-Young Park, Young-Cheon Kim, Rodney S. Ruoff, Ju-Young Kim",2018-12-20,2019-02-18,2019-03-12
2019,3,10,Hydration of mixed halide perovskites investigated by Fourier transform infrared spectroscopy,"Zhixing Gan, Zhizhou Yu, Ming Meng, Wei Xia, Xiaowei Zhang",2019-01-06,2019-02-20,2019-03-12
2019,3,11,Structural characterization of the LaInO3/BaSnO3 interface via synchrotron scattering,"Claudia Lau, Youjung Kim, Stephen Albright, Kookrin Char, C. H. Ahn, F. J. Walker",2018-12-03,2019-02-03,2019-03-15
2019,3,12,Apparent auxetic to non-auxetic crossover driven by Co2+ redistribution in CoFe2O4 thin films,"Elias Ferreiro-Vila, Lucia Iglesias, Irene Lucas del Pozo, Noa Varela-Dominguez, Cong Tinh Bui, Beatriz Rivas-Murias, Jose M. Vila-Fungueiriño, Pilar Jimenez-Cavero, Cesar Magen, Luis Morellon, Victor Pardo, Francisco Rivadulla",2019-01-02,2019-03-08,2019-03-25
2019,3,13,Enhanced spin–orbit torque via interface engineering in Pt/CoFeB/MgO heterostructures,"Hae-Yeon Lee, Sanghoon Kim, June-Young Park, Young-Wan Oh, Seung-Young Park, Wooseung Ham, Yoshinori Kotani, Tetsuya Nakamura, Motohiro Suzuki, Teruo Ono, Kyung-Jin Lee, Byong-Guk Park",2018-12-05,2019-02-27,2019-03-25
2019,3,14,Strong electron-phonon coupling in superconducting bismuth nanoparticles,"Ashish Chhaganlal Gandhi, Shrikrushna Shivaji Gaikwad, Jen-Chih Peng, Chin-Wei Wang, Ting Shan Chan, Sheng Yun Wu",2018-10-17,2019-02-27,2019-03-25
2019,3,15,Influence of phenylethylammonium iodide as additive in the formamidinium tin iodide perovskite on interfacial characteristics and charge carrier dynamics,"Jonas Horn, Mirko Scholz, Kawon Oum, Thomas Lenzer, Derck Schlettwein",2018-11-29,2019-02-27,2019-03-25
2019,3,16,"Temperature-dependent studies of exciton binding energy and phase-transition suppression in (Cs,FA,MA)Pb(I,Br)3 perovskites","Fabian Ruf, Meltem F. Aygüler, Nadja Giesbrecht, Bettina Rendenbach, Alice Magin, Pablo Docampo, Heinz Kalt, Michael Hetterich",2018-11-30,2019-03-06,2019-03-26
2019,3,17,Si and Sn doping of ε-Ga2O3 layers,"A. Parisini, A. Bosio, V. Montedoro, A. Gorreri, A. Lamperti, M. Bosi, G. Garulli, S. Vantaggio, R. Fornari",2018-08-04,2019-02-25,2019-03-26
2019,3,18,Single-crystalline Cu2O thin films of optical quality as obtained by the oxidation of single-crystal Cu thin films at low temperature,"Taewoo Ha, Inhee Park, Kyung Ik Sim, Howon Lee, Jong-Sung Bae, Su Jae Kim, Jong Phil Kim, Teun-Teun Kim, Jae Hoon Kim, Joon Ik Jang, Se-Young Jeong",2018-12-28,2019-03-04,2019-03-27
2019,3,19,"Effects of strontium doping on the morphological, structural, and photophysical properties of FASnI3 perovskite thin films","Sampson Adjokatse, Simon Kahmann, Herman Duim, Maria Antonietta Loi",2018-12-28,2019-02-28,2019-03-27
2019,3,20,Design of BCP buffer layer for inverted perovskite solar cells using ideal factor,"Naoyuki Shibayama, Hiroyuki Kanda, Tae Woong Kim, Hiroshi Segawa, Seigo Ito",2019-01-04,2019-03-04,2019-03-27
2019,3,21,Thermal conductance across β-Ga2O3-diamond van der Waals heterogeneous interfaces,"Zhe Cheng, Luke Yates, Jingjing Shi, Marko J. Tadjer, Karl D. Hobart, Samuel Graham",2019-01-20,2019-03-06,2019-03-29
2019,3,22,Tuning antiferromagnetic interlayer exchange coupling in La0.67Ca0.33MnO3-based synthetic antiferromagnets,"Da Lan, Binbin Chen, Lili Qu, Kexuan Zhang, Liqiang Xu, Feng Jin, Zhuang Guo, Feng Chen, Guanyin Gao, Wenbin Wu",2019-01-02,2019-03-11,2019-03-29
2019,3,23,Advances in flexible and soft electronics,"Thierry Djenizian, Benjamin C. K. Tee, Marc Ramuz, Lei Fang",2019-03-11,2019-03-15,2019-03-26
2019,3,24,Invited Article: Emerging soft bioelectronics for cardiac health diagnosis and treatment,"Faheem Ershad, Kyoseung Sim, Anish Thukral, Yu Shrike Zhang, Cunjiang Yu",2018-09-20,2018-10-19,2018-12-11
2019,3,25,From flexible electronics technology in the era of IoT and artificial intelligence toward future implanted body sensor networks,"Sanghoon Lee, Qiongfeng Shi, Chengkuo Lee",2018-09-28,2018-12-11,2019-02-06
2019,3,26,Bilayer nanocarbon heterojunction for full-solution processed flexible all-carbon visible photodetector,"Zhe Zhou, Yamei Ding, Haiyun Ma, Lijun Cao, Xiang Wang, Xiao Huang, Juqing Liu, Wei Huang",2018-09-03,2018-11-12,2018-12-11
2019,3,27,Stretchable conductive nanocomposite based on alginate hydrogel and silver nanowires for wearable electronics,"Chanhyuk Lim, Yoonsoo Shin, Jaebong Jung, Ji Hoon Kim, Sangkyu Lee, Dae-Hyeong Kim",2018-09-29,2018-11-12,2018-12-20
2019,3,28,A flexible InGaAs nanomembrane PhotoFET with tunable responsivities in near- and short-wave IR region for lightweight imaging applications,"Yida Li, Alireza Alian, Maheswari Sivan, Li Huang, Kah Wee Ang, Dennis Lin, Dan Mocuta, Nadine Collaert, Aaron V.-Y. Thean",2018-10-22,2019-01-08,2019-02-06
2019,3,29,Liquid electromigration in gallium-based biphasic thin films,"Hadrien O. Michaud, Stéphanie P. Lacour",2018-09-20,2018-12-23,2019-02-07
2019,3,30,Mechanical characterization of soft substrates for wearable and washable electronic systems,"S. de Mulatier, M. Ramuz, D. Coulon, S. Blayac, R. Delattre",2018-09-29,2019-01-07,2019-02-11
2019,3,31,Electrodeposition of polymer electrolyte into carbon nanotube tissues for high performance flexible Li-ion microbatteries,"Vinsensia Ade Sugiawati, Florence Vacandio, Yair Ein-Eli, Thierry Djenizian",2018-11-25,2018-12-23,2019-02-13
2019,3,32,Microstructured electrodes supported on serpentine interconnects for stretchable electronics,"M. Nasreldin, R. Delattre, B. Marchiori, M. Ramuz, S. Maria, J. L. de Bougrenet de la Tocnaye, T. Djenizian",2018-12-10,2019-01-07,2019-02-22
2019,3,33,Highly conductive 3D metal-rubber composites for stretchable electronic applications,"Yue Zhao, Weidong Yang, Yu Jun Tan, Si Li, Xianting Zeng, Zhuangjian Liu, Benjamin C.-K. Tee",2018-12-02,2019-02-03,2019-03-19
2019,3,34,"Flexible, strain gated logic transducer arrays enabled by initializing surface instability on elastic bilayers","Cong Wang, Ben Bin Xu, Jonathan G. Terry, Stewart Smith, Anthony J. Walton, Steven Wang, Haibao Lv, Yifan Li",2018-10-30,2019-03-13,2019-03-28
2019,4,1,Lithium-air batteries: Challenges coexist with opportunities,"Chengyi Wang, Zhaojun Xie, Zhen Zhou",2019-02-01,2019-03-28,2019-04-30
2019,4,2,Pulsed-laser epitaxy of topological insulator Bi2Te3 thin films,"Zhaoliang Liao, Matthew Brahlek, Jong Mok Ok, Lauren Nuckols, Yogesh Sharma, Qiyang Lu, Yanwen Zhang, Ho Nyung Lee",2019-01-09,2019-02-27,2019-04-02
2019,4,3,The growth and phase distribution of ultrathin SnTe on graphene,"Kai Chang, Stuart S. P. Parkin",2019-02-03,2019-03-08,2019-04-02
2019,4,4,Reactions at noble metal contacts with methylammonium lead triiodide perovskites: Role of underpotential deposition and electrochemistry,"Ross A. Kerner, Philip Schulz, Jeffrey A. Christians, Sean P. Dunfield, Benjia Dou, Lianfeng Zhao, Glenn Teeter, Joseph J. Berry, Barry P. Rand",2018-11-30,2019-03-04,2019-04-04
2019,4,5,Tunable perpendicular magnetic anisotropy in epitaxial Y3Fe5O12 films,"Gang Li, He Bai, Jian Su, Z. Z. Zhu, Ying Zhang, J. W. Cai",2019-01-26,2019-03-18,2019-04-04
2019,4,6,Scalable and efficient Sb2S3 thin-film solar cells fabricated by close space sublimation,"Liping Guo, Baiyu Zhang, Shan Li, Qian Zhang, Michael Buettner, Lin Li, Xiaofeng Qian, Feng Yan",2019-01-29,2019-03-18,2019-04-04
2019,4,7,"Outstanding nonlinear optical properties of methylammonium- and Cs-PbX3 (X = Br, I, and Br–I) perovskites: Polycrystalline thin films and nanoparticles","Isaac Suárez, Marta Vallés-Pelarda, Andrés F. Gualdrón-Reyes, Iván Mora-Seró, A. Ferrando, Humberto Michinel, José Ramón Salgueiro, Juan P. Martínez Pastor",2019-01-31,2019-03-20,2019-04-05
2019,4,8,High-order harmonic generation from hybrid organic–inorganic perovskite thin films,"Hideki Hirori, Peiyu Xia, Yasushi Shinohara, Tomohito Otobe, Yasuyuki Sanari, Hirokazu Tahara, Nobuhisa Ishii, Jiro Itatani, Kenichi L. Ishikawa, Tomoko Aharen, Masashi Ozaki, Atsushi Wakamiya, Yoshihiko Kanemitsu",2019-01-31,2019-03-21,2019-04-05
2019,4,9,Tuning interlayer coupling by laser irradiation and broadband photodetection in vertical MoTe2/WS2 vdW heterostructure,"Zhangting Wu, Nianchuang Zhu, Jie Jiang, Amina Zafar, Jintao Hong, Yang Zhang",2018-12-28,2019-03-15,2019-04-08
2019,4,10,A computational study of gadolinium-doped ceria: Relationship between atomic arrangement and electrostriction,"M. Asher, O. Diéguez",2019-02-06,2019-03-21,2019-04-08
2019,4,11,Pushing the limit of Cs incorporation into FAPbBr3 perovskite to enhance solar cells performances,"Albertus A. Sutanto, Valentin I. E. Queloz, Inés Garcia-Benito, Kari Laasonen, Berend Smit, Mohammad Khaja Nazeeruddin, Olga A. Syzgantseva, Giulia Grancini",2018-12-30,2019-02-27,2019-04-10
2019,4,12,Verification and mitigation of ion migration in perovskite solar cells,"Jin-Wook Lee, Seul-Gi Kim, June-Mo Yang, Yang Yang, Nam-Gyu Park",2018-12-13,2019-01-22,2019-04-10
2019,4,13,Water in hybrid perovskites: Bulk MAPbI3 degradation via super-hydrous state,"Arvin Kakekhani, Radhika N. Katti, Andrew M. Rappe",2018-12-31,2019-03-19,2019-04-11
2019,4,14,Ultrathin and easy-processing photonic crystal absorbing layers to enhance light absorption efficiency of solar cells,"Yong Wan, Cheng-yi Jiang, Xian-ming Wang, Hao-nan Liu, Hao Wang, Zhongyu Cai, Xiangxin Guo",2019-02-03,2019-03-26,2019-04-12
2019,4,15,In situ investigation of light soaking in organolead halide perovskite films,"Yu Zhong, Carlos Andres Melo Luna, Richard Hildner, Cheng Li, Sven Huettner",2018-12-18,2019-03-13,2019-04-16
2019,4,16,Charge injection and trapping at perovskite interfaces with organic hole transporting materials of different ionization energies,"Nikolaos Droseros, Benedikt Dänekamp, Demetra Tsokkou, Pablo P. Boix, Natalie Banerji",2018-12-21,2019-03-20,2019-04-16
2019,4,17,Tuning the optical bandgap in layered hybrid perovskites through variation of alkyl chain length,"Jasmina A. Sichert, Annick Hemmerling, Carlos Cardenas-Daw, Alexander S. Urban, Jochen Feldmann",2018-12-31,2019-03-04,2019-04-16
2019,4,18,Engineering the magnetic order in epitaxially strained Sr1−xBaxMnO3 perovskite thin films,"L. Maurel, N. Marcano, E. Langenberg, R. Guzmán, T. Prokscha, C. Magén, J. A. Pardo, P. A. Algarabel",2019-01-30,2019-04-14,2019-04-24
2019,4,19,Piezo-impedance response of carbon nanotube/polydimethylsiloxane nanocomposites,"Dae-Young Jeon, Heeju Kim, Min Wook Lee, So Jeong Park, Gyu-Tae Kim",2019-01-23,2019-03-30,2019-04-29
2019,4,20,High-temperature-grown buffer layer boosts electron mobility in epitaxial La-doped BaSnO3/SrZrO3 heterostructures,"Arnaud P. Nono Tchiomo, Wolfgang Braun, Bryan P. Doyle, Wilfried Sigle, Peter van Aken, Jochen Mannhart, Prosper Ngabonziza",2019-03-06,2019-04-10,2019-04-29
2019,4,21,Strain evolution of SiGe-on-insulator obtained by the Ge-condensation technique,"Victor Boureau, Shay Reboh, Daniel Benoit, Martin Hÿtch, Alain Claverie",2019-01-10,2019-04-03,2019-04-30
2019,5,1,Hydrophobic metal-organic frameworks: Potential toward emerging applications,"Soumya Mukherjee, Shivani Sharma, Sujit K. Ghosh",2019-02-05,2019-04-05,2019-05-07
2019,5,2,Precisely monitoring and tailoring 2D nanostructures at the atomic scale,"Tao Xu, Yuting Shen, Kuibo Yin, Litao Sun",2019-03-19,2019-04-15,2019-05-10
2019,5,3,Barrier materials for flexible bioelectronic implants with chronic stability—Current approaches and future directions,"Enming Song, Jinghua Li, John A. Rogers",2019-03-01,2019-04-05,2019-05-21
2019,5,4,First proof-of-principle of inorganic perovskites clinical radiotherapy dosimeters,"Mara Bruzzi, Cinzia Talamonti, Nicola Calisi, Stefano Caporali, Anna Vinattieri",2018-11-30,2019-04-02,2019-05-03
2019,5,5,Experimental study on coupled caloric effect driven by dual fields in metamagnetic Heusler alloy Ni50Mn35In15,"Fei-Xiang Liang, Jia-Zheng Hao, Fei-Ran Shen, Hou-Bo Zhou, Jing Wang, Feng-Xia Hu, Jun He, Ji-Rong Sun, Bao-Gen Shen",2019-01-29,2019-04-12,2019-05-06
2019,5,6,Deep trap spectra of Sn-doped α-Ga2O3 grown by halide vapor phase epitaxy on sapphire,"A. Y. Polyakov, N. B. Smirnov, I. V. Shchemerov, E. B. Yakimov, V. I. Nikolaev, S. I. Stepanov, A. I. Pechnikov, A. V. Chernykh, K. D. Shcherbachev, A. S. Shikoh, A. Kochkova, A. A. Vasilev, S. J. Pearton",2019-03-05,2019-04-24,2019-05-10
2019,5,7,Large tetragonality and room temperature ferroelectricity in compressively strained CaTiO3 thin films,"Ryan C. Haislmaier, Yanfu Lu, Jason Lapano, Hua Zhou, Nasim Alem, Susan B. Sinnott, Roman Engel-Herbert, Venkatraman Gopalan",2019-01-29,2019-04-01,2019-05-13
2019,5,8,Visualizing Dirac nodal-line band structure of topological semimetal ZrGeSe by ARPES,"Zhengwang Cheng, Zongyuan Zhang, Haigen Sun, Shaojian Li, Hui Yuan, Zhijun Wang, Yan Cao, Zhibin Shao, Qi Bian, Xin Zhang, Fangsen Li, Jiagui Feng, Sunan Ding, Zhiqiang Mao, Minghu Pan",2018-12-04,2019-04-24,2019-05-14
2019,5,9,Revealing surface-state transport in ultrathin topological crystalline insulator SnTe films,"Ke Zou, Stephen D. Albright, Omur E. Dagdeviren, M. D. Morales-Acosta, Georg H. Simon, Chao Zhou, Subhasish Mandal, Sohrab Ismail-Beigi, Udo D. Schwarz, Eric I. Altman, Frederick J. Walker, Charles H. Ahn",2019-03-15,2019-04-24,2019-05-15
2019,5,10,Atomically interface engineered micrometer-thick SrMoO3 oxide electrodes for thin-film BaxSr1-xTiO3 ferroelectric varactors tunable at low voltages,"P. Salg, D. Walk, L. Zeinar, A. Radetinac, L. Molina-Luna, A. Zintler, R. Jakoby, H. Maune, P. Komissinskiy, L. Alff",2019-03-06,2019-04-26,2019-05-20
2019,5,11,ZnO2/ZnO bilayer switching film for making fully transparent analog memristor devices,"Firman Mangasa Simanjuntak, Sridhar Chandrasekaran, Chun-Chieh Lin, Tseung-Yuen Tseng",2019-02-15,2019-05-06,2019-05-21
2019,5,12,Elastic anomalies associated with domain switching in BaTiO3 single crystals under in situ electrical cycling,"D. Pesquera, B. Casals, J. E. Thompson, G. F. Nataf, X. Moya, M. A. Carpenter",2019-01-14,2019-04-15,2019-05-21
2019,5,13,Large anomalous Hall effect in ferromagnetic Weyl semimetal candidate PrAlGe,"Biao Meng, Hao Wu, Yang Qiu, Chunlei Wang, Yong Liu, Zhengcai Xia, Songliu Yuan, Haixin Chang, Zhaoming Tian",2019-01-29,2019-04-25,2019-05-21
2019,5,14,van der Waals epitaxy of Mn-doped MoSe2 on mica,"M. T. Dau, C. Vergnaud, M. Gay, C. J. Alvarez, A. Marty, C. Beigné, D. Jalabert, J.-F. Jacquot, O. Renault, H. Okuno, M. Jamet",2019-02-20,2019-04-29,2019-05-21
2019,5,15,Enhancement of luminescence properties and stability in perovskite hybrid structure with CdSe/ZnS quantum dots,"Il-Wook Cho, Mee-Yi Ryu",2019-03-25,2019-05-07,2019-05-30
2019,6,1,Large-area MoS2-MoOx heterojunction thin-film photodetectors with wide spectral range and enhanced photoresponse,"Healin Im, Na Liu, Arindam Bala, Sunkook Kim, Woong Choi",2019-03-04,2019-05-21,2019-06-18
2019,6,2,Defects at the surface of β-Ga2O3 produced by Ar plasma exposure,"A. Y. Polyakov, In-Hwan Lee, N. B. Smirnov, E. B. Yakimov, I. V. Shchemerov, A. V. Chernykh, A. I. Kochkova, A. A. Vasilev, P. H. Carey, F. Ren, David J. Smith, S. J. Pearton",2019-05-05,2019-05-29,2019-06-18
2019,6,3,A strain-gauge random laser,"Ya-Ju Lee, Ting-Wei Yeh, P. Nagarjuna, Chieh-Chi Tseng, Jui-Yun Yi",2019-04-09,2019-05-30,2019-06-18
2019,6,4,Ultrahigh elastically compressible and strain-engineerable intermetallic compounds under uniaxial mechanical loading,"Gyuho Song, Vladislav Borisov, William R. Meier, Mingyu Xu, Keith J. Dusoe, John T. Sypek, Roser Valentí, Paul C. Canfield, Seok-Woo Lee",2018-12-31,2019-05-13,2019-06-19
2019,6,5,Determining interface structures in vertically aligned nanocomposite films,"Bonan Zhu, Georg Schusteritsch, Ping Lu, Judith L. MacManus-Driscoll, Chris J. Pickard",2019-04-08,2019-05-28,2019-06-20
2019,6,6,"Giant reversible barocaloric response of (MnNiSi)1−x(FeCoGe)x (x = 0.39, 0.40, 0.41)","Pol Lloveras, Tapas Samanta, María Barrio, Igor Dubenko, Naushad Ali, Josep-Lluís Tamarit, Shane Stadler",2019-03-29,2019-06-03,2019-06-25
2019,6,7,Improvement in ferroelectricity of HfxZr1−xO2 thin films using top- and bottom-ZrO2 nucleation layers,"Takashi Onaya, Toshihide Nabatame, Naomi Sawamoto, Akihiko Ohi, Naoki Ikeda, Takahiro Nagata, Atsushi Ogura",2019-03-19,2019-05-07,2019-06-27
2019,7,1,Self-assembly and properties of domain walls in BiFeO3 layers grown via molecular-beam epitaxy,"Antonio B. Mei, Yongjian Tang, Jürgen Schubert, Debdeep Jena, Huili (Grace) Xing, Daniel C. Ralph, Darrell G. Schlom",2019-04-25,2019-06-06,2019-07-02
2019,7,2,Large-area cost-effective lithography-free infrared metasurface absorbers for molecular detection,"U. T. D. Thuy, N. T. Thuy, N. T. Tung, E. Janssens, N. Q. Liem",2019-04-24,2019-06-13,2019-07-02
2019,7,3,Direct observation of delithiation as the origin of analog memristance in LixNbO2,"Sebastian A. Howard, Christopher N. Singh, Galo J. Paez, Matthew J. Wahila, Linda W. Wangoh, Shawn Sallis, Keith Tirpak, Yufeng Liang, David Prendergast, Mateusz Zuba, Jatinkumar Rana, Alex Weidenbach, Timothy M. McCrone, Wanli Yang, Tien-Lin Lee, Fanny Rodolakis, William Doolittle, Wei-Cheng Lee, Louis F. J. Piper",2019-04-29,2019-06-14,2019-07-10
2019,7,4,Enhanced electro-mechanical coupling of TiN/Ce0.8Gd0.2O1.9 thin film electrostrictor,"Simone Santucci, Haiwu Zhang, Simone Sanna, Nini Pryds, Vincenzo Esposito",2019-02-05,2019-06-23,2019-07-10
2019,7,5,Highly charged interface trap states in PbS1−x govern electro-thermal transport,"Sajad Yazdani, Tran Doan Huan, Yufei Liu, Raana Kashfi-Sadabad, Raul David Montaño, Jian He, Michael Thompson Pettes",2019-03-19,2019-06-13,2019-07-16
2019,7,6,Investigation of surface reactions in metal oxide on Si for efficient heterojunction Si solar cells,"Yong Hwan Lee, Hee-eun Song, Ka-Hyun Kim, Jihun Oh",2019-04-21,2019-06-19,2019-07-16
2019,7,7,Reactive intercalation and oxidation at the buried graphene-germanium interface,"Philipp Braeuninger-Weimer, Oliver Burton, Robert S. Weatherup, Ruizhi Wang, Pavel Dudin, Barry Brennan, Andrew J. Pollard, Bernhard C. Bayer, Vlad P. Veigang-Radulescu, Jannik C. Meyer, Billy J. Murdoch, Peter J. Cumpson, Stephan Hofmann",2019-04-02,2019-06-13,2019-07-17
2019,7,8,Coexistence of quasi-two dimensional electron and hole gas in a single tier Ca0.5TaO3/SrTiO3 oxide heterostructure,J. J. Pulikkotil,2019-05-10,2019-06-19,2019-07-17
2019,7,9,Molecular beam epitaxy of three-dimensionally thick Dirac semimetal Cd3As2 films,"Y. Nakazawa, M. Uchida, S. Nishihaya, S. Sato, A. Nakao, J. Matsuno, M. Kawasaki",2019-04-03,2019-06-23,2019-07-17
2019,7,10,Thermal stability of CsPbBr3 perovskite as revealed by in situ transmission electron microscopy,"Chao Zhang, Joseph F. S. Fernando, Konstantin L. Firestein, Joel E. von Treifeldt, Dumindu Siriwardena, Xiaosheng Fang, Dmitri Golberg",2019-05-03,2019-06-25,2019-07-18
2019,7,11,Self-heating of relaxor and ferroelectric ceramics during electrocaloric field cycling,"Andraž Bradeško, Ana Hedl, Lovro Fulanović, Nikola Novak, Tadej Rojac",2019-05-05,2019-06-25,2019-07-18
